Category,ModelID,kawaii_mean,image_path
Dependant-Needy,pradathi,3.5833333333333335,/home/moogs/GitHub/kawaii-polling/static/Dependant-Needy/blurred_pradathi.png
Dependant-Needy,renan,3.311111111111111,/home/moogs/GitHub/kawaii-polling/static/Dependant-Needy/blurred_renan.png
Dependant-Needy,rose,3.911111111111111,/home/moogs/GitHub/kawaii-polling/static/Dependant-Needy/blurred_rose.png
Dependant-Needy,sanne,3.4901960784313726,/home/moogs/GitHub/kawaii-polling/static/Dependant-Needy/blurred_sanne.png
Dependant-Needy,victor,2.3541666666666665,/home/moogs/GitHub/kawaii-polling/static/Dependant-Needy/blurred_victor.png
Escapist-Dreamy,kelly,3.803921568627451,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_kelly.png
Escapist-Dreamy,leandre,2.4074074074074074,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_leandre.png
Escapist-Dreamy,leandro,2.2745098039215685,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_leandro.png
Escapist-Dreamy,leslie,3.0416666666666665,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_leslie.png
Escapist-Dreamy,lorenzo,2.235294117647059,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_lorenzo.png
Escapist-Dreamy,margot,2.8444444444444446,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_margot.png
Escapist-Dreamy,matheusz,2.6666666666666665,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_matheusz.png
Escapist-Dreamy,pradathi,2.7777777777777777,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_pradathi.png
Escapist-Dreamy,renan,3.422222222222222,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_renan.png
Escapist-Dreamy,rose,3.185185185185185,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_rose.png
Escapist-Dreamy,sanne,2.8333333333333335,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_sanne.png
Escapist-Dreamy,victor,2.3125,/home/moogs/GitHub/kawaii-polling/static/Escapist-Dreamy/blurred_victor.png
Joyful-Smiling,kelly,4.411764705882353,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_kelly.png
Joyful-Smiling,leandre,3.3333333333333335,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_leandre.png
Joyful-Smiling,leandro,3.7777777777777777,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_leandro.png
Joyful-Smiling,leslie,3.7450980392156863,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_leslie.png
Joyful-Smiling,lorenzo,3.6875,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_lorenzo.png
Joyful-Smiling,margot,3.8666666666666667,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_margot.png
Joyful-Smiling,matheusz,3.7555555555555555,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_matheusz.png
Joyful-Smiling,pradathi,3.6222222222222222,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_pradathi.png
Joyful-Smiling,renan,3.8125,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_renan.png
Joyful-Smiling,rose,4.117647058823529,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_rose.png
Joyful-Smiling,sanne,3.9555555555555557,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_sanne.png
Joyful-Smiling,victor,3.6444444444444444,/home/moogs/GitHub/kawaii-polling/static/Joyful-Smiling/blurred_victor.png
Normal-Warmup,kelly,2.2291666666666665,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_kelly.png
Normal-Warmup,leandre,2.111111111111111,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_leandre.png
Normal-Warmup,leandro,1.8333333333333333,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_leandro.png
Normal-Warmup,leslie,2.0444444444444443,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_leslie.png
Normal-Warmup,lorenzo,1.9375,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_lorenzo.png
Normal-Warmup,margot,2.311111111111111,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_margot.png
Normal-Warmup,matheusz,2.196078431372549,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_matheusz.png
Normal-Warmup,pradathi,2.3777777777777778,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_pradathi.png
Normal-Warmup,renan,2.375,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_renan.png
Normal-Warmup,rose,2.125,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_rose.png
Normal-Warmup,sanne,2.1041666666666665,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_sanne.png
Normal-Warmup,victor,2.0392156862745097,/home/moogs/GitHub/kawaii-polling/static/Normal-Warmup/blurred_victor.png
Playful-Clumsy,kelly,3.8823529411764706,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_kelly.png
Playful-Clumsy,leandre,2.888888888888889,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_leandre.png
Playful-Clumsy,leandro,2.814814814814815,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_leandro.png
Playful-Clumsy,leslie,2.9166666666666665,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_leslie.png
Playful-Clumsy,lorenzo,3.466666666666667,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_lorenzo.png
Playful-Clumsy,margot,3.8958333333333335,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_margot.png
Playful-Clumsy,matheusz,3.0416666666666665,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_matheusz.png
Playful-Clumsy,pradathi,2.8333333333333335,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_pradathi.png
Playful-Clumsy,renan,3.9814814814814814,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_renan.png
Playful-Clumsy,rose,2.8958333333333335,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_rose.png
Playful-Clumsy,sanne,4.083333333333333,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_sanne.png
Playful-Clumsy,victor,3.25,/home/moogs/GitHub/kawaii-polling/static/Playful-Clumsy/blurred_victor.png
Shy-Gentle,kelly,4.2745098039215685,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_kelly.png
Shy-Gentle,leandre,3.1333333333333333,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_leandre.png
Shy-Gentle,leandro,3.625,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_leandro.png
Shy-Gentle,leslie,3.8666666666666667,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_leslie.png
Shy-Gentle,lorenzo,3.6,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_lorenzo.png
Shy-Gentle,margot,3.9583333333333335,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_margot.png
Shy-Gentle,matheusz,3.425925925925926,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_matheusz.png
Shy-Gentle,pradathi,3.7111111111111112,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_pradathi.png
Shy-Gentle,renan,4.111111111111111,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_renan.png
Shy-Gentle,rose,3.6296296296296298,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_rose.png
Shy-Gentle,sanne,4.166666666666667,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_sanne.png
Shy-Gentle,victor,3.5833333333333335,/home/moogs/GitHub/kawaii-polling/static/Shy-Gentle/blurred_victor.png
