Category,Model,Rating,RaterID,Score
Escapist-Dreamy,margot,Expressiveness,Gavril,3
Shy-Gentle,renan,Kawaii,Gavril,4
Shy-Gentle,renan,Warmth,Gavril,4
Shy-Gentle,renan,Expressiveness,Gavril,3
Normal-Warmup,margot,Kawaii,Gavril,2
Normal-Warmup,margot,Warmth,Gavril,3
Normal-Warmup,margot,Expressiveness,Gavril,4
Joyful-Smiling,leslie,Kawaii,Gavril,4
Joyful-Smiling,leslie,Warmth,Gavril,4
Joyful-Smiling,leslie,Expressiveness,Gavril,4
Playful-Clumsy,victor,Kawaii,Gavril,4
Playful-Clumsy,victor,Warmth,Gavril,4
Playful-Clumsy,victor,Expressiveness,Gavril,3
Joyful-Smiling,rose,Kawaii,Gavril,4
Joyful-Smiling,rose,Warmth,Gavril,4
Joyful-Smiling,rose,Expressiveness,Gavril,3
Cool-Clever,margot,Kawaii,Gavril,2
Cool-Clever,margot,Warmth,Gavril,3
Cool-Clever,margot,Expressiveness,Gavril,3
Shy-Gentle,kelly,Kawaii,Gavril,5
Shy-Gentle,kelly,Warmth,Gavril,3
Shy-Gentle,kelly,Expressiveness,Gavril,3
Escapist-Dreamy,victor,Kawaii,Gavril,3
Escapist-Dreamy,victor,Warmth,Gavril,2
Escapist-Dreamy,victor,Expressiveness,Gavril,2
Shy-Gentle,margot,Kawaii,Gavril,5
Shy-Gentle,margot,Warmth,Gavril,4
Shy-Gentle,margot,Expressiveness,Gavril,3
Escapist-Dreamy,leandre,Kawaii,Gavril,2
Escapist-Dreamy,leandre,Warmth,Gavril,3
Escapist-Dreamy,leandre,Expressiveness,Gavril,2
Shy-Gentle,pradathi,Kawaii,Gavril,5
Shy-Gentle,pradathi,Warmth,Gavril,4
Shy-Gentle,pradathi,Expressiveness,Gavril,3
Playful-Clumsy,kelly,Kawaii,Gavril,4
Playful-Clumsy,kelly,Warmth,Gavril,4
Playful-Clumsy,kelly,Expressiveness,Gavril,3
Shy-Gentle,leandro,Kawaii,Gavril,5
Shy-Gentle,leandro,Warmth,Gavril,4
Shy-Gentle,leandro,Expressiveness,Gavril,3
Cool-Clever,leandre,Kawaii,Gavril,2
Cool-Clever,leandre,Warmth,Gavril,3
Cool-Clever,leandre,Expressiveness,Gavril,3
Normal-Warmup,leslie,Kawaii,Gavril,2
Normal-Warmup,leslie,Warmth,Gavril,3
Normal-Warmup,leslie,Expressiveness,Gavril,3
Joyful-Smiling,renan,Kawaii,Gavril,4
Joyful-Smiling,renan,Warmth,Gavril,4
Joyful-Smiling,renan,Expressiveness,Gavril,3
Playful-Clumsy,lorenzo,Kawaii,Gavril,4
Playful-Clumsy,lorenzo,Warmth,Gavril,4
Playful-Clumsy,lorenzo,Expressiveness,Gavril,3
Escapist-Dreamy,rose,Kawaii,Gavril,2
Escapist-Dreamy,rose,Warmth,Gavril,3
Escapist-Dreamy,rose,Expressiveness,Gavril,3
Joyful-Smiling,leandre,Kawaii,Gavril,4
Joyful-Smiling,leandre,Warmth,Gavril,4
Joyful-Smiling,leandre,Expressiveness,Gavril,3
Shy-Gentle,leslie,Kawaii,Gavril,5
Shy-Gentle,leslie,Warmth,Gavril,4
Shy-Gentle,leslie,Expressiveness,Gavril,3
Escapist-Dreamy,matheusz,Kawaii,Gavril,3
Escapist-Dreamy,matheusz,Warmth,Gavril,3
Escapist-Dreamy,matheusz,Expressiveness,Gavril,3
