Category,Model,Rating,RaterID,Score
Joyful-Smiling,matheusz,Kawaii,jan,5
Joyful-Smiling,matheusz,Warmth,jan,3
Joyful-Smiling,matheusz,Expressiveness,jan,4
Cool-Clever,kelly,Kawaii,jan,3
Cool-Clever,kelly,Warmth,jan,4
Cool-Clever,kelly,Expressiveness,jan,5
Joyful-Smiling,leandro,Kawaii,jan,4
Joyful-Smiling,leandro,Warmth,jan,4
Joyful-Smiling,leandro,Expressiveness,jan,4
Escapist-Dreamy,pradathi,Kawaii,jan,3
Escapist-Dreamy,pradathi,Warmth,jan,2
Escapist-Dreamy,pradathi,Expressiveness,jan,4
Cool-Clever,lorenzo,Kawaii,jan,2
Cool-Clever,lorenzo,Warmth,jan,4
Cool-Clever,lorenzo,Expressiveness,jan,3
Dependant-Needy,rose,Kawaii,jan,4
Dependant-Needy,rose,Warmth,jan,4
Dependant-Needy,rose,Expressiveness,jan,4
Shy-Gentle,leandre,Kawaii,jan,4
Shy-Gentle,leandre,Warmth,jan,3
Shy-Gentle,leandre,Expressiveness,jan,5
Normal-Warmup,lorenzo,Kawaii,jan,2
Normal-Warmup,lorenzo,Warmth,jan,2
Normal-Warmup,lorenzo,Expressiveness,jan,3
Shy-Gentle,leslie,Kawaii,jan,2
Shy-Gentle,leslie,Warmth,jan,3
Shy-Gentle,leslie,Expressiveness,jan,2
Cool-Clever,leandre,Kawaii,jan,2
Cool-Clever,leandre,Warmth,jan,3
Cool-Clever,leandre,Expressiveness,jan,3
Escapist-Dreamy,sanne,Kawaii,jan,2
Escapist-Dreamy,sanne,Warmth,jan,3
Escapist-Dreamy,sanne,Expressiveness,jan,3
Dependant-Needy,matheusz,Kawaii,jan,4
Dependant-Needy,matheusz,Warmth,jan,1
Dependant-Needy,matheusz,Expressiveness,jan,3
Joyful-Smiling,margot,Kawaii,jan,5
Joyful-Smiling,margot,Warmth,jan,3
Joyful-Smiling,margot,Expressiveness,jan,3
Shy-Gentle,matheusz,Kawaii,jan,4
Shy-Gentle,matheusz,Warmth,jan,4
Shy-Gentle,matheusz,Expressiveness,jan,4
Escapist-Dreamy,leandro,Kawaii,jan,1
Escapist-Dreamy,leandro,Warmth,jan,2
Escapist-Dreamy,leandro,Expressiveness,jan,3
Playful-Clumsy,kelly,Kawaii,jan,4
Playful-Clumsy,kelly,Warmth,jan,4
Playful-Clumsy,kelly,Expressiveness,jan,4
Shy-Gentle,renan,Kawaii,jan,5
Shy-Gentle,renan,Warmth,jan,5
Shy-Gentle,renan,Expressiveness,jan,4
Normal-Warmup,margot,Kawaii,jan,1
Normal-Warmup,margot,Warmth,jan,2
Normal-Warmup,margot,Expressiveness,jan,3
Joyful-Smiling,sanne,Kawaii,jan,4
Joyful-Smiling,sanne,Warmth,jan,4
Joyful-Smiling,sanne,Expressiveness,jan,5
Escapist-Dreamy,victor,Kawaii,jan,2
Escapist-Dreamy,victor,Warmth,jan,2
Escapist-Dreamy,victor,Expressiveness,jan,3
Normal-Warmup,matheusz,Kawaii,jan,2
Normal-Warmup,matheusz,Warmth,jan,2
Normal-Warmup,matheusz,Expressiveness,jan,3
Escapist-Dreamy,rose,Kawaii,jan,2
Escapist-Dreamy,rose,Warmth,jan,2
Escapist-Dreamy,rose,Expressiveness,jan,3
Normal-Warmup,leandro,Kawaii,jan,2
Normal-Warmup,leandro,Warmth,jan,2
Normal-Warmup,leandro,Expressiveness,jan,3
Dependant-Needy,kelly,Kawaii,jan,4
Dependant-Needy,kelly,Warmth,jan,4
Dependant-Needy,kelly,Expressiveness,jan,3
Normal-Warmup,leslie,Kawaii,jan,2
Normal-Warmup,leslie,Warmth,jan,2
Normal-Warmup,leslie,Expressiveness,jan,3
Escapist-Dreamy,matheusz,Kawaii,jan,3
Escapist-Dreamy,matheusz,Warmth,jan,3
Escapist-Dreamy,matheusz,Expressiveness,jan,3
Playful-Clumsy,leandro,Kawaii,jan,5
Playful-Clumsy,leandro,Warmth,jan,3
Playful-Clumsy,leandro,Expressiveness,jan,4
Dependant-Needy,margot,Kawaii,jan,5
Dependant-Needy,margot,Warmth,jan,4
Dependant-Needy,margot,Expressiveness,jan,4
Cool-Clever,renan,Kawaii,jan,4
Cool-Clever,renan,Warmth,jan,4
Cool-Clever,renan,Expressiveness,jan,4
Escapist-Dreamy,leandre,Kawaii,jan,2
Escapist-Dreamy,leandre,Warmth,jan,3
Escapist-Dreamy,leandre,Expressiveness,jan,3
Cool-Clever,margot,Kawaii,jan,4
Cool-Clever,margot,Warmth,jan,3
Cool-Clever,margot,Expressiveness,jan,3
