Category,Model,Rating,RaterID,Score
Joyful-Smiling,renan,Kawaii,Lavis,2
Joyful-Smiling,renan,Warmth,Lavis,4
Joyful-Smiling,renan,Expressiveness,Lavis,4
Escapist-Dreamy,leandro,Kawaii,Lavis,1
Escapist-Dreamy,leandro,Warmth,Lavis,3
Escapist-Dreamy,leandro,Expressiveness,Lavis,1
Shy-Gentle,renan,Kawaii,Lavis,2
Shy-Gentle,renan,Warmth,Lavis,2
Shy-Gentle,renan,Expressiveness,Lavis,2
Cool-Clever,pradathi,Kawaii,Lavis,2
Cool-Clever,pradathi,Warmth,Lavis,2
Cool-Clever,pradathi,Expressiveness,Lavis,4
Dependant-Needy,rose,Kawaii,Lavis,4
Dependant-Needy,rose,Warmth,Lavis,3
Dependant-Needy,rose,Expressiveness,Lavis,4
Escapist-Dreamy,margot,Kawaii,Lavis,1
Escapist-Dreamy,margot,Warmth,Lavis,1
Escapist-Dreamy,margot,Expressiveness,Lavis,1
