Category,Model,Rating,RaterID,Score
Shy-Gentle,renan,Warmth,Lynn,5
Shy-Gentle,renan,Expressiveness,Lynn,5
Dependant-Needy,leandro,Kawaii,Lynn,1
Dependant-Needy,leandro,Warmth,Lynn,1
Dependant-Needy,leandro,Expressiveness,Lynn,5
Joyful-Smiling,margot,Kawaii,Lynn,5
Joyful-Smiling,margot,Warmth,Lynn,5
Joyful-Smiling,margot,Expressiveness,Lynn,5
Dependant-Needy,sanne,Kawaii,Lynn,3
Dependant-Needy,sanne,Warmth,Lynn,4
Dependant-Needy,sanne,Expressiveness,Lynn,5
Cool-Clever,lorenzo,Kawaii,Lynn,1
Cool-Clever,lorenzo,Warmth,Lynn,1
Cool-Clever,lorenzo,Expressiveness,Lynn,5
Shy-Gentle,matheusz,Kawaii,Lynn,4
Shy-Gentle,matheusz,Warmth,Lynn,4
Shy-Gentle,matheusz,Expressiveness,Lynn,3
Dependant-Needy,lorenzo,Kawaii,Lynn,1
Dependant-Needy,lorenzo,Warmth,Lynn,1
Dependant-Needy,lorenzo,Expressiveness,Lynn,5
Escapist-Dreamy,victor,Kawaii,Lynn,2
Escapist-Dreamy,victor,Warmth,Lynn,2
Escapist-Dreamy,victor,Expressiveness,Lynn,5
Cool-Clever,leslie,Kawaii,Lynn,1
Cool-Clever,leslie,Warmth,Lynn,1
Cool-Clever,leslie,Expressiveness,Lynn,5
Escapist-Dreamy,leandro,Kawaii,Lynn,1
Escapist-Dreamy,leandro,Warmth,Lynn,1
Escapist-Dreamy,leandro,Expressiveness,Lynn,5
Dependant-Needy,pradathi,Kawaii,Lynn,3
Dependant-Needy,pradathi,Warmth,Lynn,4
Dependant-Needy,pradathi,Expressiveness,Lynn,5
Cool-Clever,margot,Kawaii,Lynn,1
Cool-Clever,margot,Warmth,Lynn,1
Cool-Clever,margot,Expressiveness,Lynn,5
Joyful-Smiling,leandro,Kawaii,Lynn,4
Joyful-Smiling,leandro,Warmth,Lynn,4
Joyful-Smiling,leandro,Expressiveness,Lynn,3
Normal-Warmup,pradathi,Kawaii,Lynn,2
Normal-Warmup,pradathi,Warmth,Lynn,3
Normal-Warmup,pradathi,Expressiveness,Lynn,4
Dependant-Needy,leslie,Kawaii,Lynn,2
Dependant-Needy,leslie,Warmth,Lynn,4
Dependant-Needy,leslie,Expressiveness,Lynn,4
Playful-Clumsy,pradathi,Kawaii,Lynn,2
Playful-Clumsy,pradathi,Warmth,Lynn,4
Playful-Clumsy,pradathi,Expressiveness,Lynn,2
Shy-Gentle,rose,Kawaii,Lynn,4
Shy-Gentle,rose,Warmth,Lynn,4
Shy-Gentle,rose,Expressiveness,Lynn,5
Dependant-Needy,matheusz,Kawaii,Lynn,2
Dependant-Needy,matheusz,Warmth,Lynn,2
Dependant-Needy,matheusz,Expressiveness,Lynn,4
Joyful-Smiling,leslie,Kawaii,Lynn,5
Joyful-Smiling,leslie,Warmth,Lynn,5
Joyful-Smiling,leslie,Expressiveness,Lynn,5
Escapist-Dreamy,leandre,Kawaii,Lynn,1
Escapist-Dreamy,leandre,Warmth,Lynn,1
Escapist-Dreamy,leandre,Expressiveness,Lynn,5
Playful-Clumsy,sanne,Kawaii,Lynn,4
Playful-Clumsy,sanne,Warmth,Lynn,5
Playful-Clumsy,sanne,Expressiveness,Lynn,4
Escapist-Dreamy,margot,Kawaii,Lynn,3
Escapist-Dreamy,margot,Warmth,Lynn,3
Escapist-Dreamy,margot,Expressiveness,Lynn,4
Normal-Warmup,renan,Kawaii,Lynn,2
Normal-Warmup,renan,Warmth,Lynn,3
Normal-Warmup,renan,Expressiveness,Lynn,2
Joyful-Smiling,rose,Kawaii,Lynn,5
Joyful-Smiling,rose,Warmth,Lynn,5
Joyful-Smiling,rose,Expressiveness,Lynn,5
Shy-Gentle,leslie,Kawaii,Lynn,5
Shy-Gentle,leslie,Warmth,Lynn,5
Shy-Gentle,leslie,Expressiveness,Lynn,5
Cool-Clever,matheusz,Kawaii,Lynn,1
Cool-Clever,matheusz,Warmth,Lynn,1
Cool-Clever,matheusz,Expressiveness,Lynn,5
Joyful-Smiling,victor,Kawaii,Lynn,4
Joyful-Smiling,victor,Warmth,Lynn,4
Joyful-Smiling,victor,Expressiveness,Lynn,2
Normal-Warmup,rose,Kawaii,Lynn,2
Normal-Warmup,rose,Warmth,Lynn,2
Normal-Warmup,rose,Expressiveness,Lynn,4
Joyful-Smiling,renan,Kawaii,Lynn,4
Joyful-Smiling,renan,Warmth,Lynn,3
Joyful-Smiling,renan,Expressiveness,Lynn,1
Cool-Clever,pradathi,Kawaii,Lynn,1
Cool-Clever,pradathi,Warmth,Lynn,1
Cool-Clever,pradathi,Expressiveness,Lynn,5
Dependant-Needy,rose,Kawaii,Lynn,4
Dependant-Needy,rose,Warmth,Lynn,2
Dependant-Needy,rose,Expressiveness,Lynn,4
Normal-Warmup,victor,Kawaii,Lynn,2
Normal-Warmup,victor,Warmth,Lynn,3
Normal-Warmup,victor,Expressiveness,Lynn,4
Cool-Clever,leandre,Kawaii,Lynn,2
Cool-Clever,leandre,Warmth,Lynn,2
Cool-Clever,leandre,Expressiveness,Lynn,1
Playful-Clumsy,kelly,Kawaii,Lynn,4
Playful-Clumsy,kelly,Warmth,Lynn,4
Playful-Clumsy,kelly,Expressiveness,Lynn,2
Cool-Clever,sanne,Kawaii,Lynn,1
Cool-Clever,sanne,Warmth,Lynn,1
Cool-Clever,sanne,Expressiveness,Lynn,5
