Category,Model,Rating,RaterID,Score
Playful-Clumsy,leandro,Expressiveness,jonathan,4
Joyful-Smiling,lorenzo,Kawaii,jonathan,4
Joyful-Smiling,lorenzo,Warmth,jonathan,3
Joyful-Smiling,lorenzo,Expressiveness,jonathan,4
Normal-Warmup,leandro,Kawaii,jonathan,3
Normal-Warmup,leandro,Warmth,jonathan,3
Normal-Warmup,leandro,Expressiveness,jonathan,3
Escapist-Dreamy,kelly,Kawaii,jonathan,4
Escapist-Dreamy,kelly,Warmth,jonathan,4
Escapist-Dreamy,kelly,Expressiveness,jonathan,4
Normal-Warmup,leandre,Kawaii,jonathan,3
Normal-Warmup,leandre,Warmth,jonathan,3
Normal-Warmup,leandre,Expressiveness,jonathan,3
Joyful-Smiling,leandro,Kawaii,jonathan,4
Joyful-Smiling,leandro,Warmth,jonathan,3
Joyful-Smiling,leandro,Expressiveness,jonathan,3
Cool-Clever,victor,Kawaii,jonathan,2
Cool-Clever,victor,Warmth,jonathan,3
Cool-Clever,victor,Expressiveness,jonathan,4
Normal-Warmup,kelly,Kawaii,jonathan,3
Normal-Warmup,kelly,Warmth,jonathan,2
Normal-Warmup,kelly,Expressiveness,jonathan,1
Shy-Gentle,renan,Kawaii,jonathan,5
Shy-Gentle,renan,Warmth,jonathan,4
Shy-Gentle,renan,Expressiveness,jonathan,4
Playful-Clumsy,leslie,Kawaii,jonathan,3
Playful-Clumsy,leslie,Warmth,jonathan,2
Playful-Clumsy,leslie,Expressiveness,jonathan,2
Normal-Warmup,lorenzo,Kawaii,jonathan,3
Normal-Warmup,lorenzo,Warmth,jonathan,2
Normal-Warmup,lorenzo,Expressiveness,jonathan,2
Playful-Clumsy,rose,Kawaii,jonathan,4
Playful-Clumsy,rose,Warmth,jonathan,3
Playful-Clumsy,rose,Expressiveness,jonathan,3
Shy-Gentle,matheusz,Kawaii,jonathan,4
Shy-Gentle,matheusz,Warmth,jonathan,4
Shy-Gentle,matheusz,Expressiveness,jonathan,4
Escapist-Dreamy,leslie,Kawaii,jonathan,4
Escapist-Dreamy,leslie,Warmth,jonathan,3
Escapist-Dreamy,leslie,Expressiveness,jonathan,3
Joyful-Smiling,renan,Kawaii,jonathan,3
Joyful-Smiling,renan,Warmth,jonathan,3
Joyful-Smiling,renan,Expressiveness,jonathan,4
Cool-Clever,pradathi,Kawaii,jonathan,2
Cool-Clever,pradathi,Warmth,jonathan,2
Cool-Clever,pradathi,Expressiveness,jonathan,5
Playful-Clumsy,sanne,Kawaii,jonathan,4
Playful-Clumsy,sanne,Warmth,jonathan,4
Playful-Clumsy,sanne,Expressiveness,jonathan,3
Shy-Gentle,rose,Kawaii,jonathan,4
Shy-Gentle,rose,Warmth,jonathan,3
Shy-Gentle,rose,Expressiveness,jonathan,3
Playful-Clumsy,renan,Kawaii,jonathan,4
Playful-Clumsy,renan,Warmth,jonathan,3
Playful-Clumsy,renan,Expressiveness,jonathan,3
Shy-Gentle,kelly,Kawaii,jonathan,5
Shy-Gentle,kelly,Warmth,jonathan,4
Shy-Gentle,kelly,Expressiveness,jonathan,3
Escapist-Dreamy,lorenzo,Kawaii,jonathan,2
Escapist-Dreamy,lorenzo,Warmth,jonathan,2
Escapist-Dreamy,lorenzo,Expressiveness,jonathan,2
Shy-Gentle,pradathi,Kawaii,jonathan,3
Shy-Gentle,pradathi,Warmth,jonathan,3
Shy-Gentle,pradathi,Expressiveness,jonathan,2
Dependant-Needy,margot,Kawaii,jonathan,3
Dependant-Needy,margot,Warmth,jonathan,3
Dependant-Needy,margot,Expressiveness,jonathan,3
Escapist-Dreamy,victor,Kawaii,jonathan,2
Escapist-Dreamy,victor,Warmth,jonathan,2
Escapist-Dreamy,victor,Expressiveness,jonathan,2
Dependant-Needy,rose,Kawaii,jonathan,4
Dependant-Needy,rose,Warmth,jonathan,3
Dependant-Needy,rose,Expressiveness,jonathan,4
Escapist-Dreamy,renan,Kawaii,jonathan,4
Escapist-Dreamy,renan,Warmth,jonathan,3
Escapist-Dreamy,renan,Expressiveness,jonathan,3
Playful-Clumsy,matheusz,Kawaii,jonathan,4
Playful-Clumsy,matheusz,Warmth,jonathan,3
Playful-Clumsy,matheusz,Expressiveness,jonathan,3
Normal-Warmup,margot,Kawaii,jonathan,2
Normal-Warmup,margot,Warmth,jonathan,2
Normal-Warmup,margot,Expressiveness,jonathan,2
Joyful-Smiling,leandre,Kawaii,jonathan,4
Joyful-Smiling,leandre,Warmth,jonathan,3
Joyful-Smiling,leandre,Expressiveness,jonathan,3
Shy-Gentle,leslie,Kawaii,jonathan,4
Shy-Gentle,leslie,Warmth,jonathan,4
Shy-Gentle,leslie,Expressiveness,jonathan,3
Escapist-Dreamy,margot,Kawaii,jonathan,4
Escapist-Dreamy,margot,Warmth,jonathan,3
Escapist-Dreamy,margot,Expressiveness,jonathan,3
Normal-Warmup,leslie,Kawaii,jonathan,2
Normal-Warmup,leslie,Warmth,jonathan,2
Normal-Warmup,leslie,Expressiveness,jonathan,2
Dependant-Needy,lorenzo,Kawaii,jonathan,4
Dependant-Needy,lorenzo,Warmth,jonathan,4
Dependant-Needy,lorenzo,Expressiveness,jonathan,4
Cool-Clever,leslie,Kawaii,jonathan,3
Cool-Clever,leslie,Warmth,jonathan,2
Cool-Clever,leslie,Expressiveness,jonathan,4
Dependant-Needy,leandre,Kawaii,jonathan,2
Dependant-Needy,leandre,Warmth,jonathan,2
Dependant-Needy,leandre,Expressiveness,jonathan,3
Shy-Gentle,leandro,Kawaii,jonathan,5
Shy-Gentle,leandro,Warmth,jonathan,3
Shy-Gentle,leandro,Expressiveness,jonathan,4
Escapist-Dreamy,rose,Kawaii,jonathan,3
Escapist-Dreamy,rose,Warmth,jonathan,2
Escapist-Dreamy,rose,Expressiveness,jonathan,3
Joyful-Smiling,leslie,Kawaii,jonathan,4
Joyful-Smiling,leslie,Warmth,jonathan,3
Joyful-Smiling,leslie,Expressiveness,jonathan,3
Escapist-Dreamy,pradathi,Kawaii,jonathan,3
Escapist-Dreamy,pradathi,Warmth,jonathan,3
Escapist-Dreamy,pradathi,Expressiveness,jonathan,3
Cool-Clever,leandro,Kawaii,jonathan,2
Cool-Clever,leandro,Warmth,jonathan,3
Cool-Clever,leandro,Expressiveness,jonathan,4
Playful-Clumsy,pradathi,Kawaii,jonathan,3
Playful-Clumsy,pradathi,Warmth,jonathan,3
Playful-Clumsy,pradathi,Expressiveness,jonathan,4
Dependant-Needy,sanne,Kawaii,jonathan,4
Dependant-Needy,sanne,Warmth,jonathan,4
Dependant-Needy,sanne,Expressiveness,jonathan,4
Normal-Warmup,pradathi,Kawaii,jonathan,3
Normal-Warmup,pradathi,Warmth,jonathan,3
Normal-Warmup,pradathi,Expressiveness,jonathan,3
Shy-Gentle,victor,Kawaii,jonathan,5
Shy-Gentle,victor,Warmth,jonathan,4
Shy-Gentle,victor,Expressiveness,jonathan,4
Joyful-Smiling,rose,Kawaii,jonathan,4
Joyful-Smiling,rose,Warmth,jonathan,4
Joyful-Smiling,rose,Expressiveness,jonathan,4
Playful-Clumsy,victor,Kawaii,jonathan,3
Playful-Clumsy,victor,Warmth,jonathan,4
Playful-Clumsy,victor,Expressiveness,jonathan,3
Joyful-Smiling,pradathi,Kawaii,jonathan,4
Joyful-Smiling,pradathi,Warmth,jonathan,3
Joyful-Smiling,pradathi,Expressiveness,jonathan,3
Dependant-Needy,renan,Kawaii,jonathan,3
Dependant-Needy,renan,Warmth,jonathan,2
Dependant-Needy,renan,Expressiveness,jonathan,3
Cool-Clever,kelly,Kawaii,jonathan,4
Cool-Clever,kelly,Warmth,jonathan,3
Cool-Clever,kelly,Expressiveness,jonathan,4
Playful-Clumsy,margot,Kawaii,jonathan,4
Playful-Clumsy,margot,Warmth,jonathan,4
Playful-Clumsy,margot,Expressiveness,jonathan,4
Shy-Gentle,lorenzo,Kawaii,jonathan,5
Shy-Gentle,lorenzo,Warmth,jonathan,3
Shy-Gentle,lorenzo,Expressiveness,jonathan,4
Normal-Warmup,renan,Kawaii,jonathan,2
Normal-Warmup,renan,Warmth,jonathan,2
Normal-Warmup,renan,Expressiveness,jonathan,2
Shy-Gentle,sanne,Kawaii,jonathan,5
Shy-Gentle,sanne,Warmth,jonathan,4
Shy-Gentle,sanne,Expressiveness,jonathan,4
Playful-Clumsy,kelly,Kawaii,jonathan,4
Playful-Clumsy,kelly,Warmth,jonathan,4
Playful-Clumsy,kelly,Expressiveness,jonathan,4
Cool-Clever,matheusz,Kawaii,jonathan,3
Cool-Clever,matheusz,Warmth,jonathan,3
Cool-Clever,matheusz,Expressiveness,jonathan,4
Normal-Warmup,victor,Kawaii,jonathan,2
Normal-Warmup,victor,Warmth,jonathan,2
Normal-Warmup,victor,Expressiveness,jonathan,2
Dependant-Needy,matheusz,Kawaii,jonathan,2
Dependant-Needy,matheusz,Warmth,jonathan,3
Dependant-Needy,matheusz,Expressiveness,jonathan,3
Escapist-Dreamy,leandro,Kawaii,jonathan,2
Escapist-Dreamy,leandro,Warmth,jonathan,3
Escapist-Dreamy,leandro,Expressiveness,jonathan,2
Cool-Clever,renan,Kawaii,jonathan,3
Cool-Clever,renan,Warmth,jonathan,3
Cool-Clever,renan,Expressiveness,jonathan,4
Playful-Clumsy,leandre,Kawaii,jonathan,3
Playful-Clumsy,leandre,Warmth,jonathan,3
Playful-Clumsy,leandre,Expressiveness,jonathan,3
Normal-Warmup,rose,Kawaii,jonathan,2
Normal-Warmup,rose,Warmth,jonathan,2
Normal-Warmup,rose,Expressiveness,jonathan,2
Joyful-Smiling,victor,Kawaii,jonathan,4
Joyful-Smiling,victor,Warmth,jonathan,4
Joyful-Smiling,victor,Expressiveness,jonathan,4
Cool-Clever,lorenzo,Kawaii,jonathan,3
Cool-Clever,lorenzo,Warmth,jonathan,3
Cool-Clever,lorenzo,Expressiveness,jonathan,4
Dependant-Needy,pradathi,Kawaii,jonathan,4
Dependant-Needy,pradathi,Warmth,jonathan,3
Dependant-Needy,pradathi,Expressiveness,jonathan,4
Normal-Warmup,sanne,Kawaii,jonathan,2
Normal-Warmup,sanne,Warmth,jonathan,2
Normal-Warmup,sanne,Expressiveness,jonathan,3
Shy-Gentle,leandre,Kawaii,jonathan,4
Shy-Gentle,leandre,Warmth,jonathan,4
Shy-Gentle,leandre,Expressiveness,jonathan,4
Cool-Clever,rose,Kawaii,jonathan,3
Cool-Clever,rose,Warmth,jonathan,3
Cool-Clever,rose,Expressiveness,jonathan,4
Dependant-Needy,kelly,Kawaii,jonathan,5
Dependant-Needy,kelly,Warmth,jonathan,4
Dependant-Needy,kelly,Expressiveness,jonathan,4
Cool-Clever,margot,Kawaii,jonathan,4
Cool-Clever,margot,Warmth,jonathan,3
Cool-Clever,margot,Expressiveness,jonathan,5
Escapist-Dreamy,sanne,Kawaii,jonathan,4
Escapist-Dreamy,sanne,Warmth,jonathan,3
Escapist-Dreamy,sanne,Expressiveness,jonathan,3
Shy-Gentle,margot,Kawaii,jonathan,4
Shy-Gentle,margot,Warmth,jonathan,4
Shy-Gentle,margot,Expressiveness,jonathan,4
