Category,Model,Rating,RaterID,Score
Normal-Warmup,leandre,Expressiveness,Timo,3
Escapist-Dreamy,pradathi,Kawaii,Timo,4
Escapist-Dreamy,pradathi,Warmth,Timo,3
Escapist-Dreamy,pradathi,Expressiveness,Timo,3
Cool-Clever,leandre,Kawaii,Timo,2
Cool-Clever,leandre,Warmth,Timo,3
Cool-Clever,leandre,Expressiveness,Timo,3
Normal-Warmup,margot,Kawaii,Timo,2
Normal-Warmup,margot,Warmth,Timo,2
Normal-Warmup,margot,Expressiveness,Timo,3
Cool-Clever,leandro,Kawaii,Timo,2
Cool-Clever,leandro,Warmth,Timo,2
Cool-Clever,leandro,Expressiveness,Timo,3
Shy-Gentle,rose,Kawaii,Timo,5
Shy-Gentle,rose,Warmth,Timo,5
Shy-Gentle,rose,Expressiveness,Timo,5
Playful-Clumsy,leandro,Kawaii,Timo,3
Playful-Clumsy,leandro,Warmth,Timo,3
Playful-Clumsy,leandro,Expressiveness,Timo,4
Cool-Clever,sanne,Kawaii,Timo,2
Cool-Clever,sanne,Warmth,Timo,2
Cool-Clever,sanne,Expressiveness,Timo,3
Dependant-Needy,leandre,Kawaii,Timo,2
Dependant-Needy,leandre,Warmth,Timo,2
Dependant-Needy,leandre,Expressiveness,Timo,3
Escapist-Dreamy,lorenzo,Kawaii,Timo,4
Escapist-Dreamy,lorenzo,Warmth,Timo,4
Escapist-Dreamy,lorenzo,Expressiveness,Timo,3
Playful-Clumsy,victor,Kawaii,Timo,3
Playful-Clumsy,victor,Warmth,Timo,3
Playful-Clumsy,victor,Expressiveness,Timo,4
Cool-Clever,margot,Kawaii,Timo,2
Cool-Clever,margot,Warmth,Timo,2
Cool-Clever,margot,Expressiveness,Timo,3
Normal-Warmup,victor,Kawaii,Timo,2
Normal-Warmup,victor,Warmth,Timo,2
Normal-Warmup,victor,Expressiveness,Timo,3
Escapist-Dreamy,renan,Kawaii,Timo,5
Escapist-Dreamy,renan,Warmth,Timo,4
Escapist-Dreamy,renan,Expressiveness,Timo,5
Shy-Gentle,leandre,Kawaii,Timo,2
Shy-Gentle,leandre,Warmth,Timo,3
Shy-Gentle,leandre,Expressiveness,Timo,2
Normal-Warmup,pradathi,Kawaii,Timo,2
Normal-Warmup,pradathi,Warmth,Timo,2
Normal-Warmup,pradathi,Expressiveness,Timo,3
Joyful-Smiling,leandro,Kawaii,Timo,4
Joyful-Smiling,leandro,Warmth,Timo,5
Joyful-Smiling,leandro,Expressiveness,Timo,4
Normal-Warmup,leslie,Kawaii,Timo,2
Normal-Warmup,leslie,Warmth,Timo,2
Normal-Warmup,leslie,Expressiveness,Timo,3
Shy-Gentle,lorenzo,Kawaii,Timo,4
Shy-Gentle,lorenzo,Warmth,Timo,3
Shy-Gentle,lorenzo,Expressiveness,Timo,3
Dependant-Needy,victor,Kawaii,Timo,4
Dependant-Needy,victor,Warmth,Timo,3
Dependant-Needy,victor,Expressiveness,Timo,3
Playful-Clumsy,matheusz,Kawaii,Timo,2
Playful-Clumsy,matheusz,Warmth,Timo,2
Playful-Clumsy,matheusz,Expressiveness,Timo,3
Dependant-Needy,renan,Kawaii,Timo,4
Dependant-Needy,renan,Warmth,Timo,3
Dependant-Needy,renan,Expressiveness,Timo,3
Cool-Clever,lorenzo,Kawaii,Timo,2
Cool-Clever,lorenzo,Warmth,Timo,2
Cool-Clever,lorenzo,Expressiveness,Timo,3
Dependant-Needy,leslie,Kawaii,Timo,2
Dependant-Needy,leslie,Warmth,Timo,2
Dependant-Needy,leslie,Expressiveness,Timo,2
Joyful-Smiling,kelly,Kawaii,Timo,4
Joyful-Smiling,kelly,Warmth,Timo,4
Joyful-Smiling,kelly,Expressiveness,Timo,5
Cool-Clever,renan,Kawaii,Timo,2
Cool-Clever,renan,Warmth,Timo,2
Cool-Clever,renan,Expressiveness,Timo,3
Playful-Clumsy,leandre,Kawaii,Timo,3
Playful-Clumsy,leandre,Warmth,Timo,4
Playful-Clumsy,leandre,Expressiveness,Timo,2
Normal-Warmup,kelly,Kawaii,Timo,2
Normal-Warmup,kelly,Warmth,Timo,2
Normal-Warmup,kelly,Expressiveness,Timo,3
Joyful-Smiling,lorenzo,Kawaii,Timo,4
Joyful-Smiling,lorenzo,Warmth,Timo,4
Joyful-Smiling,lorenzo,Expressiveness,Timo,4
Escapist-Dreamy,victor,Kawaii,Timo,2
Escapist-Dreamy,victor,Warmth,Timo,2
Escapist-Dreamy,victor,Expressiveness,Timo,3
Shy-Gentle,pradathi,Kawaii,Timo,4
Shy-Gentle,pradathi,Warmth,Timo,3
Shy-Gentle,pradathi,Expressiveness,Timo,3
Normal-Warmup,matheusz,Kawaii,Timo,2
Normal-Warmup,matheusz,Warmth,Timo,2
Normal-Warmup,matheusz,Expressiveness,Timo,3
Joyful-Smiling,margot,Kawaii,Timo,4
Joyful-Smiling,margot,Warmth,Timo,3
Joyful-Smiling,margot,Expressiveness,Timo,3
Cool-Clever,leslie,Kawaii,Timo,2
Cool-Clever,leslie,Warmth,Timo,2
Cool-Clever,leslie,Expressiveness,Timo,3
Shy-Gentle,matheusz,Kawaii,Timo,4
Shy-Gentle,matheusz,Warmth,Timo,3
Shy-Gentle,matheusz,Expressiveness,Timo,3
Joyful-Smiling,pradathi,Kawaii,Timo,5
Joyful-Smiling,pradathi,Warmth,Timo,4
Joyful-Smiling,pradathi,Expressiveness,Timo,3
Playful-Clumsy,margot,Kawaii,Timo,4
Playful-Clumsy,margot,Warmth,Timo,3
Playful-Clumsy,margot,Expressiveness,Timo,3
Cool-Clever,kelly,Kawaii,Timo,2
Cool-Clever,kelly,Warmth,Timo,2
Cool-Clever,kelly,Expressiveness,Timo,3
Joyful-Smiling,leslie,Kawaii,Timo,4
Joyful-Smiling,leslie,Warmth,Timo,4
Joyful-Smiling,leslie,Expressiveness,Timo,3
Shy-Gentle,victor,Kawaii,Timo,4
Shy-Gentle,victor,Warmth,Timo,3
Shy-Gentle,victor,Expressiveness,Timo,4
Playful-Clumsy,lorenzo,Kawaii,Timo,3
Playful-Clumsy,lorenzo,Warmth,Timo,4
Playful-Clumsy,lorenzo,Expressiveness,Timo,4
Dependant-Needy,rose,Kawaii,Timo,4
Dependant-Needy,rose,Warmth,Timo,3
Dependant-Needy,rose,Expressiveness,Timo,4
Normal-Warmup,leandro,Kawaii,Timo,2
Normal-Warmup,leandro,Warmth,Timo,2
Normal-Warmup,leandro,Expressiveness,Timo,3
