Category,Model,Rating,RaterID,Score
Joyful-Smiling,leandro,Kawaii,michael,5
Joyful-Smiling,leandro,Warmth,michael,5
Joyful-Smiling,leandro,Expressiveness,michael,5
Playful-Clumsy,kelly,Kawaii,michael,5
Playful-Clumsy,kelly,Warmth,michael,4
Playful-Clumsy,kelly,Expressiveness,michael,2
Cool-Clever,rose,Kawaii,michael,2
Cool-Clever,rose,Warmth,michael,2
Cool-Clever,rose,Expressiveness,michael,4
Shy-Gentle,sanne,Kawaii,michael,5
Shy-Gentle,sanne,Warmth,michael,5
Shy-Gentle,sanne,Expressiveness,michael,5
Playful-Clumsy,pradathi,Kawaii,michael,1
Playful-Clumsy,pradathi,Warmth,michael,1
Playful-Clumsy,pradathi,Expressiveness,michael,1
Dependant-Needy,matheusz,Kawaii,michael,4
Dependant-Needy,matheusz,Warmth,michael,2
Dependant-Needy,matheusz,Expressiveness,michael,4
Shy-Gentle,leslie,Kawaii,michael,4
Shy-Gentle,leslie,Warmth,michael,2
Shy-Gentle,leslie,Expressiveness,michael,5
Cool-Clever,kelly,Kawaii,michael,2
Cool-Clever,kelly,Warmth,michael,2
Cool-Clever,kelly,Expressiveness,michael,4
Normal-Warmup,pradathi,Kawaii,michael,1
Normal-Warmup,pradathi,Warmth,michael,1
Normal-Warmup,pradathi,Expressiveness,michael,1
Cool-Clever,margot,Kawaii,michael,2
Cool-Clever,margot,Warmth,michael,3
Cool-Clever,margot,Expressiveness,michael,3
Shy-Gentle,pradathi,Kawaii,michael,4
Shy-Gentle,pradathi,Warmth,michael,5
Shy-Gentle,pradathi,Expressiveness,michael,5
Escapist-Dreamy,kelly,Kawaii,michael,3
Escapist-Dreamy,kelly,Warmth,michael,5
Escapist-Dreamy,kelly,Expressiveness,michael,5
Joyful-Smiling,lorenzo,Kawaii,michael,4
Joyful-Smiling,lorenzo,Warmth,michael,3
Joyful-Smiling,lorenzo,Expressiveness,michael,3
Escapist-Dreamy,leandro,Kawaii,michael,3
Escapist-Dreamy,leandro,Warmth,michael,3
Escapist-Dreamy,leandro,Expressiveness,michael,3
Normal-Warmup,matheusz,Kawaii,michael,3
Normal-Warmup,matheusz,Warmth,michael,3
Normal-Warmup,matheusz,Expressiveness,michael,3
Playful-Clumsy,victor,Kawaii,michael,3
Playful-Clumsy,victor,Warmth,michael,3
Playful-Clumsy,victor,Expressiveness,michael,3
Joyful-Smiling,renan,Kawaii,michael,4
Joyful-Smiling,renan,Warmth,michael,4
Joyful-Smiling,renan,Expressiveness,michael,4
Normal-Warmup,margot,Kawaii,michael,3
Normal-Warmup,margot,Warmth,michael,2
Normal-Warmup,margot,Expressiveness,michael,4
Dependant-Needy,kelly,Kawaii,michael,4
Dependant-Needy,kelly,Warmth,michael,4
Dependant-Needy,kelly,Expressiveness,michael,2
Shy-Gentle,leandro,Kawaii,michael,5
Shy-Gentle,leandro,Warmth,michael,5
Shy-Gentle,leandro,Expressiveness,michael,5
