Category,Model,Rating,RaterID,Score
Joyful-Smiling,leandre,Kawaii,niels,2
Joyful-Smiling,leandre,Warmth,niels,2
Joyful-Smiling,leandre,Expressiveness,niels,2
Cool-Clever,sanne,Kawaii,niels,2
Cool-Clever,sanne,Warmth,niels,2
Cool-Clever,sanne,Expressiveness,niels,2
Escapist-Dreamy,kelly,Kawaii,niels,4
Escapist-Dreamy,kelly,Warmth,niels,4
Escapist-Dreamy,kelly,Expressiveness,niels,4
Playful-Clumsy,renan,Kawaii,niels,5
Playful-Clumsy,renan,Warmth,niels,5
Playful-Clumsy,renan,Expressiveness,niels,5
Escapist-Dreamy,rose,Kawaii,niels,3
Escapist-Dreamy,rose,Warmth,niels,3
Escapist-Dreamy,rose,Expressiveness,niels,3
Shy-Gentle,pradathi,Kawaii,niels,2
Shy-Gentle,pradathi,Warmth,niels,2
Shy-Gentle,pradathi,Expressiveness,niels,2
Escapist-Dreamy,lorenzo,Kawaii,niels,1
Escapist-Dreamy,lorenzo,Warmth,niels,1
Escapist-Dreamy,lorenzo,Expressiveness,niels,1
Dependant-Needy,margot,Kawaii,niels,3
Dependant-Needy,margot,Warmth,niels,3
Dependant-Needy,margot,Expressiveness,niels,3
Playful-Clumsy,leandro,Kawaii,niels,2
Playful-Clumsy,leandro,Warmth,niels,2
Playful-Clumsy,leandro,Expressiveness,niels,2
Joyful-Smiling,renan,Kawaii,niels,5
Joyful-Smiling,renan,Warmth,niels,5
Joyful-Smiling,renan,Expressiveness,niels,5
Playful-Clumsy,sanne,Kawaii,niels,2
Playful-Clumsy,sanne,Warmth,niels,2
Playful-Clumsy,sanne,Expressiveness,niels,2
Normal-Warmup,matheusz,Kawaii,niels,2
Normal-Warmup,matheusz,Warmth,niels,2
Normal-Warmup,matheusz,Expressiveness,niels,2
Joyful-Smiling,leandro,Kawaii,niels,1
Joyful-Smiling,leandro,Warmth,niels,1
Joyful-Smiling,leandro,Expressiveness,niels,1
Shy-Gentle,rose,Kawaii,niels,3
Shy-Gentle,rose,Warmth,niels,3
Shy-Gentle,rose,Expressiveness,niels,3
Cool-Clever,renan,Kawaii,niels,3
Cool-Clever,renan,Warmth,niels,3
Cool-Clever,renan,Expressiveness,niels,3
Playful-Clumsy,leandre,Kawaii,niels,2
Playful-Clumsy,leandre,Warmth,niels,2
Playful-Clumsy,leandre,Expressiveness,niels,2
Cool-Clever,victor,Kawaii,niels,2
Cool-Clever,victor,Warmth,niels,2
Cool-Clever,victor,Expressiveness,niels,2
Escapist-Dreamy,margot,Kawaii,niels,3
Escapist-Dreamy,margot,Warmth,niels,3
Escapist-Dreamy,margot,Expressiveness,niels,3
Joyful-Smiling,leslie,Kawaii,niels,2
Joyful-Smiling,leslie,Warmth,niels,2
Joyful-Smiling,leslie,Expressiveness,niels,2
Normal-Warmup,renan,Kawaii,niels,5
Normal-Warmup,renan,Warmth,niels,5
Normal-Warmup,renan,Expressiveness,niels,5
Shy-Gentle,leandro,Kawaii,niels,1
Shy-Gentle,leandro,Warmth,niels,1
Shy-Gentle,leandro,Expressiveness,niels,1
Dependant-Needy,leslie,Kawaii,niels,2
Dependant-Needy,leslie,Warmth,niels,2
Dependant-Needy,leslie,Expressiveness,niels,2
Joyful-Smiling,kelly,Kawaii,niels,4
Joyful-Smiling,kelly,Warmth,niels,4
Joyful-Smiling,kelly,Expressiveness,niels,4
Escapist-Dreamy,renan,Kawaii,niels,5
Escapist-Dreamy,renan,Warmth,niels,5
Escapist-Dreamy,renan,Expressiveness,niels,5
Dependant-Needy,pradathi,Kawaii,niels,3
Dependant-Needy,pradathi,Warmth,niels,3
Dependant-Needy,pradathi,Expressiveness,niels,3
Cool-Clever,leandro,Kawaii,niels,2
Cool-Clever,leandro,Warmth,niels,2
Cool-Clever,leandro,Expressiveness,niels,2
Normal-Warmup,lorenzo,Kawaii,niels,2
Normal-Warmup,lorenzo,Warmth,niels,2
Normal-Warmup,lorenzo,Expressiveness,niels,2
Shy-Gentle,sanne,Kawaii,niels,3
Shy-Gentle,sanne,Warmth,niels,3
Shy-Gentle,sanne,Expressiveness,niels,3
Cool-Clever,leslie,Kawaii,niels,1
Cool-Clever,leslie,Warmth,niels,1
Cool-Clever,leslie,Expressiveness,niels,1
Dependant-Needy,sanne,Kawaii,niels,2
Dependant-Needy,sanne,Warmth,niels,2
Dependant-Needy,sanne,Expressiveness,niels,2
Cool-Clever,pradathi,Kawaii,niels,2
Cool-Clever,pradathi,Warmth,niels,2
Cool-Clever,pradathi,Expressiveness,niels,2
Dependant-Needy,kelly,Kawaii,niels,3
Dependant-Needy,kelly,Warmth,niels,3
Dependant-Needy,kelly,Expressiveness,niels,3
Cool-Clever,margot,Kawaii,niels,3
Cool-Clever,margot,Warmth,niels,3
Cool-Clever,margot,Expressiveness,niels,3
Shy-Gentle,renan,Kawaii,niels,5
Shy-Gentle,renan,Warmth,niels,5
Shy-Gentle,renan,Expressiveness,niels,5
Normal-Warmup,leslie,Kawaii,niels,1
Normal-Warmup,leslie,Warmth,niels,1
Normal-Warmup,leslie,Expressiveness,niels,1
Shy-Gentle,leandre,Kawaii,niels,1
Shy-Gentle,leandre,Warmth,niels,1
Shy-Gentle,leandre,Expressiveness,niels,1
Joyful-Smiling,rose,Kawaii,niels,2
Joyful-Smiling,rose,Warmth,niels,2
Joyful-Smiling,rose,Expressiveness,niels,2
Cool-Clever,kelly,Kawaii,niels,3
Cool-Clever,kelly,Warmth,niels,3
Cool-Clever,kelly,Expressiveness,niels,3
Playful-Clumsy,victor,Kawaii,niels,2
Playful-Clumsy,victor,Warmth,niels,2
Playful-Clumsy,victor,Expressiveness,niels,2
Normal-Warmup,kelly,Kawaii,niels,2
Normal-Warmup,kelly,Warmth,niels,2
Normal-Warmup,kelly,Expressiveness,niels,2
Dependant-Needy,lorenzo,Kawaii,niels,1
Dependant-Needy,lorenzo,Warmth,niels,1
Dependant-Needy,lorenzo,Expressiveness,niels,1
Escapist-Dreamy,leandro,Kawaii,niels,1
Escapist-Dreamy,leandro,Warmth,niels,1
Escapist-Dreamy,leandro,Expressiveness,niels,1
Shy-Gentle,victor,Kawaii,niels,1
Shy-Gentle,victor,Warmth,niels,1
Shy-Gentle,victor,Expressiveness,niels,1
Normal-Warmup,leandro,Kawaii,niels,1
Normal-Warmup,leandro,Warmth,niels,1
Normal-Warmup,leandro,Expressiveness,niels,1
Playful-Clumsy,rose,Kawaii,niels,2
Playful-Clumsy,rose,Warmth,niels,2
Playful-Clumsy,rose,Expressiveness,niels,2
Shy-Gentle,matheusz,Kawaii,niels,1
Shy-Gentle,matheusz,Warmth,niels,1
Shy-Gentle,matheusz,Expressiveness,niels,1
Normal-Warmup,margot,Kawaii,niels,2
Normal-Warmup,margot,Warmth,niels,2
Normal-Warmup,margot,Expressiveness,niels,2
Escapist-Dreamy,pradathi,Kawaii,niels,1
Escapist-Dreamy,pradathi,Warmth,niels,1
Escapist-Dreamy,pradathi,Expressiveness,niels,1
Normal-Warmup,leandre,Kawaii,niels,1
Normal-Warmup,leandre,Warmth,niels,1
Normal-Warmup,leandre,Expressiveness,niels,1
Dependant-Needy,matheusz,Kawaii,niels,1
Dependant-Needy,matheusz,Warmth,niels,1
Dependant-Needy,matheusz,Expressiveness,niels,1
Shy-Gentle,kelly,Kawaii,niels,4
Shy-Gentle,kelly,Warmth,niels,4
Shy-Gentle,kelly,Expressiveness,niels,4
Dependant-Needy,victor,Kawaii,niels,1
Dependant-Needy,victor,Warmth,niels,1
Dependant-Needy,victor,Expressiveness,niels,1
Shy-Gentle,lorenzo,Kawaii,niels,1
Shy-Gentle,lorenzo,Warmth,niels,1
Shy-Gentle,lorenzo,Expressiveness,niels,1
Escapist-Dreamy,leandre,Kawaii,niels,2
Escapist-Dreamy,leandre,Warmth,niels,2
Escapist-Dreamy,leandre,Expressiveness,niels,2
Normal-Warmup,pradathi,Kawaii,niels,1
Normal-Warmup,pradathi,Warmth,niels,1
Normal-Warmup,pradathi,Expressiveness,niels,1
Escapist-Dreamy,sanne,Kawaii,niels,2
Escapist-Dreamy,sanne,Warmth,niels,2
Escapist-Dreamy,sanne,Expressiveness,niels,2
Dependant-Needy,leandro,Kawaii,niels,1
Dependant-Needy,leandro,Warmth,niels,1
Dependant-Needy,leandro,Expressiveness,niels,1
Joyful-Smiling,lorenzo,Kawaii,niels,2
Joyful-Smiling,lorenzo,Warmth,niels,2
Joyful-Smiling,lorenzo,Expressiveness,niels,2
Playful-Clumsy,kelly,Kawaii,niels,4
Playful-Clumsy,kelly,Warmth,niels,4
Playful-Clumsy,kelly,Expressiveness,niels,4
Normal-Warmup,victor,Kawaii,niels,1
Normal-Warmup,victor,Warmth,niels,1
Normal-Warmup,victor,Expressiveness,niels,1
Cool-Clever,lorenzo,Kawaii,niels,1
Cool-Clever,lorenzo,Warmth,niels,1
Cool-Clever,lorenzo,Expressiveness,niels,1
Joyful-Smiling,margot,Kawaii,niels,2
Joyful-Smiling,margot,Warmth,niels,2
Joyful-Smiling,margot,Expressiveness,niels,2
Escapist-Dreamy,leslie,Kawaii,niels,1
Escapist-Dreamy,leslie,Warmth,niels,1
Escapist-Dreamy,leslie,Expressiveness,niels,1
